cta_protocol_id,cta_protocol_no,submission_no,status_code,status_en,status_fr,start_date,end_date,nol_date,protocol_title_en,protocol_title_fr,conditions,manufacturer,brand_name_en,brand_name_fr,adult_male,adult_female,pediatric,last_update
56454,CONTROL-COVID-FAVIPIRAVIR-1,239133,3,PENDING,En suspens,,,20200518,CONTROL OF COVID-19 OUTBREAKS IN LONG TERM CARE,LE CONTRÔLE DES ÉCLOSIONS COVID-19 DANS L¿ÉTABLISSEMENT DE SOINS DE LONGUE DURÉE,"{""CORONAVIRUS DISEASE (COVID-19)""}",APPILI THERAPEUTICS INC,HYDROXYCHLOROQUINE / FAVIPIRAVIR,,true,true,,20200525 16:11:06 GMT
55911,MHIPS-2020-001,237317,1,ONGOING,En cours,20200323,,20200320,COLCHICINE CORONAVIRUS SARS-COV2 TRIAL (COLCORONA),ESSAI CLINIQUE  DE COLCHICINE CORONAVIRUS SARS-COV2 (COLCORONA),"{""CORONAVIRUS DISEASE (COVID-19)""}",MONTREAL HEART INSTITUTE,COLCHICINE,,true,true,,20200525 16:11:06 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200527 19:01:27 GMT
56008,X17-0199,237719,3,PENDING,En suspens,,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""CORONAVIRUS DISEASE (COVID-19)"",""COMMUNITY-ACQUIRED PNEUMONIA""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200527 19:01:27 GMT
56410,VASCEPA-COVID-19 CARDIOLINK-9,239025,1,ONGOING,En cours,20200526,,20200508,AN INVESTIGATION ON THE EFFECTS OF ICOSAPENT ETHYL (VASCEPA) ON INFLAMMATORY BIOMARKERS IN INDIVIDUALS WITH COVID-19 CARDIOLINK-9,UNE ENQUÊTE SUR LES EFFETS DE LA ETHYL ICOSAPENT (VASCEPA) SUR LES BIOMARQUEURS INFLAMMATOIRES DANS LES PERSONNES AVEC COVID-19 CARDIOLINK-9,"{""CORONAVIRUS DISEASE (COVID-19)""}",CANADIAN MEDICAL AND SURGICAL KNOWLEDGE TRANSLATION RESEARCH GROUP,ICOSAPENT,,true,true,,20200527 19:01:27 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200527 19:01:27 GMT
56446,2021-6638,239123,3,PENDING,En suspens,,,20200523,MILD- CONTAIN CICLESONIDE CLINICAL TRIAL COVID-19 TREATMENT,MILD- CONTAIN ESSAI CLINIQUE DE CICLÉSONIDE TRAITEMENT DE COVID-19,"{""CORONAVIRUS DISEASE (COVID-19)""}",RESEARCH INSTITUTE OF THE MCGILL UNIVERSITY HEALTH CENTRE,CICLESONIDE,,true,true,,20200527 19:01:27 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200528 08:21:20 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200528 08:21:20 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION"",""LOWER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200529 08:21:45 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200602 08:23:19 GMT
56008,X17-0199,237719,3,PENDING,En suspens,,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""COMMUNITY-ACQUIRED PNEUMONIA"",""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200602 08:23:19 GMT
56021,OZUHN-001,237848,1,ONGOING,En cours,20200507,,20200407,UMBRELLA PROTOCOL - U-DEPLOY: UHN UMBRELLA TRIAL DEFINING COORDINATED APPROACH TO PANDEMIC TRIALS OF COVID-19 AND DATA HARMONIZATION TO ACCELERATE DISCOVERY,U-DEPLOY : UHN ESSAI PARAPLUIE POUR PRÉCISER UNE APPROCHE COORDONNÉE POUR LES ESSAIS EN CAS DE PANDÉMIE DE COVID-19 ET L¿HARMONISATION DES DONNÉES POUR ACCÉLÉRER LA DÉCOUVERTE,"{""CORONAVIRUS DISEASE (COVID-19)""}",UNIVERSITY HEALTH NETWORK,RUXOLITINIB / PLACENTA DERIVED DECIDUAL STROMAL CELLS (DSC),,true,true,true,20200602 08:23:19 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""UPPER RESPIRATORY TRACT INFECTION"",""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200603 08:13:36 GMT
56008,X17-0199,237719,3,PENDING,En suspens,,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""CORONAVIRUS DISEASE (COVID-19)"",""COMMUNITY-ACQUIRED PNEUMONIA""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200603 08:13:36 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200604 08:14:01 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200604 08:14:01 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""UPPER RESPIRATORY TRACT INFECTION"",""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200605 08:14:29 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""COMMUNITY-ACQUIRED PNEUMONIA"",""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200605 08:14:29 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""UPPER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200608 08:15:46 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200608 08:15:46 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200610 08:33:27 GMT
55911,MHIPS-2020-001,237317,1,ONGOING,En cours,20200609,,20200320,COLCHICINE CORONAVIRUS SARS-COV2 TRIAL (COLCORONA),ESSAI CLINIQUE  DE COLCHICINE CORONAVIRUS SARS-COV2 (COLCORONA),"{""CORONAVIRUS DISEASE (COVID-19)""}",MONTREAL HEART INSTITUTE,COLCHICINE,,true,true,,20200610 08:33:27 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200610 08:33:27 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""CORONAVIRUS DISEASE (COVID-19)"",""COMMUNITY-ACQUIRED PNEUMONIA""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200610 08:33:27 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200611 08:13:54 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200611 08:13:54 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200611 08:13:54 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""UPPER RESPIRATORY TRACT INFECTION"",""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200612 08:14:24 GMT
56728,EXTENDED-P2,240041,3,PENDING,En suspens,,,20200610,EXTENDED (NOVEL OXYGEN THERAPEUTIC NAN02 FOR COVID-19 INDUCED ARDS),PROLONGER (UN NOUVEL AGENT THÉRAPEUTIQUE OXYGÉNÉ NANO2 POUR LE COVID-19 INDUITES PAR LE SDRA),"{""CORONAVIRUS DISEASE (COVID-19)""}",RESEARCH INSTITUTE OF THE MCGILL UNIVERSITY HEALTH CENTRE,PERFLENAPENT (NANO2),,true,true,,20200612 08:14:24 GMT
56801,776228483,240296,3,PENDING,En suspens,,,20200610,PROPRANOLOL AS AN ANXIOLYTIC TO REDUCE THE USE OF SEDATIVES FOR CRITICALLY-ILL ADULTS RECEIVING MECHANICAL VENTILATION: AN OPEN-LABEL RANDOMIZED CONTROLLED TRIAL,PROPRANOLOL COMME UN ANXIOLYTIQUE POUR RÉDUIRE L¿UTILISATION DE SÉDATIFS POUR ADULTES GRAVEMENT MALADES QUI RECOIVENT DE LA VENTILATION MÉCANIQUE : UNE ÉTUDE OUVERTE D'ESSAI CONTRÔLÉ RANDOMISÉ,"{""CORONAVIRUS DISEASE (COVID-19)""}",OTTAWA HOSPITAL RESEARCH INSTITUTE,PROPRANOLOL,,true,true,,20200612 08:14:24 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""COMMUNITY-ACQUIRED PNEUMONIA"",""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200612 08:14:24 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200612 08:14:24 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200615 08:15:40 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""CORONAVIRUS DISEASE (COVID-19)"",""COMMUNITY-ACQUIRED PNEUMONIA""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200615 08:15:40 GMT
56780,EB05-04-2020,239462,3,PENDING,En suspens,,,20200612,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO EVALUATE THE SAFETY AND EFFICACY OF EB05 + SOC VS. PLACEBO + SOC IN ADULT HOSPITALIZED PATIENTS WITH MODERATE TO SEVERE COVID-19 PNEUMONIA","UNE ÉTUDE RANDOMISÉE, À DOUBLE INSU ET CONTRÔLÉE PAR PLACEBO VISANT À ÉVALUER L¿INNOCUITÉ ET L¿EFFICACITÉ DE EB05 + SOINS STANDARD PAR RAPPORT AU PLACEBO + SOINS STANDARD CHEZ LES PATIENTS ADULTES HOSPITALISÉS AVEC PNEUMONIE AU COVID-19 DE MODÉRÉE À GRAVE","{""CORONAVIRUS DISEASE (COVID-19)""}",EDESA BIOTECH RESEARCH INCORPORATED,EB05,EB05,true,true,,20200615 08:15:40 GMT
